lang,N,row_treatment,gate_on,rule_clause,floor_unmod,floor_assigned,seen_rescale,target_lang,floor_gap_shift
gqr_Latn,17816,floor21,True,else_floor21_gate,-17.534431,-21.0,0.0,bjv_Latn,-2.9425510000000017
grc_Grek,100000,unmod,False,head_unmod,-19.571589,,0.0,,
grt_Beng,13469,floor21,True,else_floor21_gate,-17.484865,-21.0,0.0,mni_Beng,-2.1961629999999985
gso_Latn,18608,unmod,False,head_unmod,-17.46439,,0.0,gya_Latn,0.0
gsw_Latn,93517,unmod,False,head_unmod,-19.013752,,0.0,bar_Latn,0.0
gub_Latn,56520,unmod,False,head_unmod,-18.884754,,0.0,gug_Latn,0.0
guc_Latn,100000,unmod,False,head_unmod,-18.74935,,0.0,,
gud_Latn,11042,floor21,True,else_floor21_gate,-17.147825,-21.0,0.0,kyf_Latn,0.0
gug_Latn,100000,unmod,False,head_unmod,-18.760855,,0.0,,
guh_Latn,17659,floor21,True,else_floor21_gate,-18.012978,-21.0,0.0,cui_Latn,0.0
gui_Latn,28148,unmod,False,head_unmod,-17.783861,,0.0,gnw_Latn,0.0
guj_Gujr,100000,unmod,False,head_unmod,-19.558468,,0.0,,
guj_Latn,4070,floor21,True,else_floor21_gate,-15.954654,-21.0,0.0,kan_Latn,0.0
guk_Ethi,13514,floor21,True,else_floor21_gate,-17.436411,-21.0,0.0,amh_Ethi,-1.6394079999999995
gul_Latn,17812,floor21,True,else_floor21_gate,-17.477819,-21.0,0.0,pcm_Latn,-2.8042370000000005
gum_Latn,19118,unmod,False,head_unmod,-17.81156,,0.0,arg_Latn,0.0
gun_Latn,17907,floor21,True,else_floor21_gate,-17.373556,-21.0,0.0,gug_Latn,-2.2391450000000006
guo_Latn,17493,floor21,True,else_floor21_gate,-17.780815,-21.0,0.0,bjn_Latn,-3.302102999999999
guq_Latn,13503,floor21,True,else_floor21_gate,-17.167606,-21.0,0.0,gug_Latn,-2.2391450000000006
gur_Latn,77453,unmod,False,head_unmod,-18.801249,,0.0,twi_Latn,0.0
guu_Latn,6743,floor21,True,else_floor21_gate,-16.916742,-21.0,0.0,ksh_Latn,0.0
guw_Latn,100000,unmod,False,head_unmod,-18.712877,,0.0,,
gux_Latn,27027,unmod,False,head_unmod,-17.744066,,0.0,bim_Latn,0.0
guz_Latn,7508,floor21,True,else_floor21_gate,-16.397631,-21.0,0.0,hay_Latn,0.0
gvc_Latn,24005,unmod,False,head_unmod,-18.019449,,0.0,tuo_Latn,0.0
gvf_Latn,24429,unmod,False,head_unmod,-17.88798,,0.0,kue_Latn,0.0
gvl_Latn,17827,floor21,True,else_floor21_gate,-17.613613,-21.0,0.0,sba_Latn,-2.6534769999999988
gvn_Latn,11212,floor21,True,else_floor21_gate,-17.256742,-21.0,0.0,bjn_Latn,-3.302102999999999
gwi_Latn,17620,floor21,True,else_floor21_gate,-17.736975,-21.0,0.0,nav_Latn,-1.9648420000000009
gwr_Latn,6749,floor21,True,else_floor21_gate,-16.590786,-21.0,0.0,lug_Latn,-2.129422999999999
gya_Latn,38815,unmod,False,head_unmod,-18.209421,,0.0,gur_Latn,0.0
gym_Latn,100000,unmod,False,head_unmod,-18.692446,,0.0,,
gyr_Latn,46436,unmod,False,head_unmod,-18.489563,,0.0,gug_Latn,0.0
hac_Arab,28717,unmod,False,head_unmod,-18.883821,,0.0,ckb_Arab,0.0
hae_Latn,13526,floor21,True,else_floor21_gate,-17.246191,-21.0,0.0,gaz_Latn,-2.146367999999999
hag_Latn,14200,floor21,True,else_floor21_gate,-17.030987,-21.0,0.0,maw_Latn,0.0
hak_Hani,29565,unmod,False,head_unmod,-18.450541,,0.0,cmn_Hani,0.0
hak_Latn,13696,floor21,True,else_floor21_gate,-17.362316,-21.0,0.0,nan_Latn,-2.8551350000000006
hat_Latn,100000,unmod,False,head_unmod,-18.938932,,0.0,,
hau_Latn,100000,unmod,False,head_unmod,-19.005188,,0.0,,
hav_Latn,7393,floor21,True,else_floor21_gate,-15.955273,-21.0,0.0,shr_Latn,0.0
haw_Latn,6448,floor21,True,else_floor21_gate,-16.326731,-21.0,0.0,mri_Latn,-2.267132
hay_Latn,13828,floor21,True,else_floor21_gate,-16.762432,-21.0,0.0,nyn_Latn,-2.4489920000000005
hbo_Hebr,100000,unmod,False,head_unmod,-19.646261,,0.0,,
hbs_Latn,100000,unmod,False,head_unmod,-19.162342,,0.0,,
hch_Latn,30840,unmod,False,head_unmod,-17.966137,,0.0,ast_Latn,0.0
heb_Hebr,100000,unmod,False,head_unmod,-19.319082,,0.0,,
heg_Latn,18356,unmod,False,head_unmod,-17.749371,,0.0,sun_Latn,0.0
heh_Latn,18364,unmod,False,head_unmod,-17.390532,,0.0,kde_Latn,0.0
her_Latn,100000,unmod,False,head_unmod,-18.558697,,0.0,,
hif_Latn,21900,unmod,False,head_unmod,-17.470119,,0.0,hin_Latn,0.0
hig_Latn,13520,floor21,True,else_floor21_gate,-17.370407,-21.0,0.0,bcw_Latn,0.0
hil_Latn,100000,unmod,False,head_unmod,-18.385679,,0.0,,
hin_Deva,100000,unmod,False,head_unmod,-19.0068,,0.0,,
hin_Latn,34642,unmod,False,head_unmod,-18.095055,,0.0,urd_Latn,0.0
hix_Latn,17476,floor21,True,else_floor21_gate,-18.024813,-21.0,0.0,diq_Latn,-3.555429
hla_Latn,23887,unmod,False,head_unmod,-17.867189,,0.0,nsn_Latn,0.0
hlt_Latn,6729,floor21,True,else_floor21_gate,-16.504358,-21.0,0.0,cnk_Latn,0.0
hmo_Latn,100000,unmod,False,head_unmod,-18.541883,,0.0,,
hmr_Latn,61468,unmod,False,head_unmod,-18.665174,,0.0,lus_Latn,0.0
hne_Deva,50507,unmod,False,head_unmod,-18.19211,,0.0,bho_Deva,0.0
hnj_Latn,61097,unmod,False,head_unmod,-18.878868,,0.0,mww_Latn,0.0
hnn_Latn,13501,floor21,True,else_floor21_gate,-17.135574,-21.0,0.0,fil_Latn,-2.077686
hns_Latn,19168,unmod,False,head_unmod,-17.581938,,0.0,hif_Latn,0.0
hoc_Latn,380,floor21,True,else_floor21_gate,-13.400584,-21.0,0.0,arr_Latn,0.0
hoc_Wara,499,floor21,True,else_floor21_gate,-14.118984,-21.0,0.0,,
hop_Latn,11019,floor21,True,else_floor21_gate,-17.127544,-21.0,0.0,ayr_Latn,-2.141006000000001
hot_Latn,23745,unmod,False,head_unmod,-17.777573,,0.0,buk_Latn,0.0
hra_Latn,30616,unmod,False,head_unmod,-17.877964,,0.0,hmr_Latn,0.0
hrx_Latn,38051,unmod,False,head_unmod,-17.630482,,0.0,gsw_Latn,0.0
hsb_Latn,28261,unmod,False,head_unmod,-17.762852,,0.0,szl_Latn,0.0
hto_Latn,17753,floor21,True,else_floor21_gate,-17.815357,-21.0,0.0,huu_Latn,-3.131022999999999
hub_Latn,23928,unmod,False,head_unmod,-17.847485,,0.0,acu_Latn,0.0
hui_Latn,64883,unmod,False,head_unmod,-18.990311,,0.0,kin_Latn,0.0
hun_Hung,11832,floor21,True,else_floor21_gate,-17.434702,-21.0,0.0,,
hun_Latn,100000,unmod,False,head_unmod,-19.434969,,0.0,,
hus_Latn,57511,unmod,False,head_unmod,-18.68918,,0.0,quc_Latn,0.0
huu_Latn,24119,unmod,False,head_unmod,-17.868977,,0.0,arg_Latn,0.0
huv_Latn,20043,unmod,False,head_unmod,-17.677908,,0.0,arg_Latn,0.0
hvn_Latn,13972,floor21,True,else_floor21_gate,-17.418159,-21.0,0.0,nfa_Latn,0.0
hwc_Latn,10591,floor21,True,else_floor21_gate,-17.000883,-21.0,0.0,pcm_Latn,-2.8042370000000005
hye_Armn,100000,unmod,False,head_unmod,-19.569683,,0.0,,
hyw_Armn,100000,unmod,False,head_unmod,-19.269022,,0.0,,
ian_Latn,30210,unmod,False,head_unmod,-18.166365,,0.0,swh_Latn,0.0
iba_Latn,100000,unmod,False,head_unmod,-18.494171,,0.0,,
ibg_Latn,97484,unmod,False,head_unmod,-18.383762,,0.0,bcl_Latn,0.0
ibo_Latn,100000,unmod,False,head_unmod,-19.05619,,0.0,,
icr_Latn,17695,floor21,True,else_floor21_gate,-17.494694,-21.0,0.0,jam_Latn,-3.172139999999999
ido_Latn,33665,unmod,False,head_unmod,-17.588688,,0.0,epo_Latn,0.0
idu_Latn,59832,unmod,False,head_unmod,-18.258865,,0.0,ada_Latn,0.0
ifa_Latn,57138,unmod,False,head_unmod,-18.61447,,0.0,sun_Latn,0.0
ifb_Latn,33099,unmod,False,head_unmod,-18.126249,,0.0,ifa_Latn,0.0
ife_Latn,17731,floor21,True,else_floor21_gate,-17.818115,-21.0,0.0,yor_Latn,-1.9451560000000008
ifk_Latn,17387,floor21,True,else_floor21_gate,-17.437128,-21.0,0.0,ifa_Latn,-2.3855299999999993
ifu_Latn,17672,floor21,True,else_floor21_gate,-17.593409,-21.0,0.0,ifb_Latn,-2.8737509999999986
ify_Latn,55082,unmod,False,head_unmod,-18.675303,,0.0,ifa_Latn,0.0
ige_Latn,63586,unmod,False,head_unmod,-18.326677,,0.0,ibo_Latn,0.0
ign_Latn,28193,unmod,False,head_unmod,-18.287504,,0.0,tar_Latn,0.0
ike_Cans,30725,unmod,False,head_unmod,-18.511494,,0.0,ojb_Cans,0.0
ikk_Latn,44245,unmod,False,head_unmod,-18.464979,,0.0,ibo_Latn,0.0
ikt_Latn,1601,floor21,True,else_floor21_gate,-15.030022,-21.0,0.0,esi_Latn,0.0
ikw_Latn,17829,floor21,True,else_floor21_gate,-17.396671,-21.0,0.0,ibo_Latn,-1.9438099999999991
ilb_Latn,10085,floor21,True,else_floor21_gate,-16.775686,-21.0,0.0,leh_Latn,-2.634708
ile_Latn,14414,floor21,True,else_floor21_gate,-16.428589,-21.0,0.0,ina_Latn,-3.0031430000000015
ilo_Latn,100000,unmod,False,head_unmod,-18.923798,,0.0,,
imo_Latn,23862,unmod,False,head_unmod,-18.023777,,0.0,ubu_Latn,0.0
ina_Latn,56283,unmod,False,head_unmod,-17.996857,,0.0,ita_Latn,0.0
inb_Latn,17919,floor21,True,else_floor21_gate,-17.6457,-21.0,0.0,qup_Latn,-3.117535
ind_Latn,100000,unmod,False,head_unmod,-18.930117,,0.0,,
inh_Cyrl,2521,floor21,True,else_floor21_gate,-16.244854,-21.0,0.0,che_Cyrl,-2.3489509999999996
ino_Latn,23125,unmod,False,head_unmod,-18.08182,,0.0,kyg_Latn,0.0
iou_Latn,32094,unmod,False,head_unmod,-18.334749,,0.0,vro_Latn,0.0
ipi_Latn,19056,unmod,False,head_unmod,-18.097584,,0.0,kyc_Latn,0.0
iqw_Latn,11059,floor21,True,else_floor21_gate,-17.266054,-21.0,0.0,izz_Latn,-2.584097
iri_Latn,17827,floor21,True,else_floor21_gate,-17.447968,-21.0,0.0,izr_Latn,0.0
irk_Latn,13515,floor21,True,else_floor21_gate,-17.37224,-21.0,0.0,som_Latn,-1.677423000000001
iry_Latn,13449,floor21,True,else_floor21_gate,-17.114473,-21.0,0.0,bcl_Latn,-2.5538939999999997
isd_Latn,10971,floor21,True,else_floor21_gate,-17.085791,-21.0,0.0,ibg_Latn,-2.616237999999999
ish_Latn,88944,unmod,False,head_unmod,-18.530056,,0.0,bin_Latn,0.0
isl_Latn,100000,unmod,False,head_unmod,-19.138268,,0.0,,
iso_Latn,100000,unmod,False,head_unmod,-18.666576,,0.0,,
ita_Latn,100000,unmod,False,head_unmod,-18.849796,,0.0,,
itl_Cyrl,978,floor21,True,else_floor21_gate,-14.935108,-21.0,0.0,ckt_Cyrl,0.0
itv_Latn,13512,floor21,True,else_floor21_gate,-17.197962,-21.0,0.0,ibg_Latn,-2.616237999999999
ium_Latn,42126,unmod,False,head_unmod,-18.613791,,0.0,bar_Latn,0.0
ivb_Latn,11038,floor21,True,else_floor21_gate,-17.142242,-21.0,0.0,pag_Latn,-2.417759
ivv_Latn,11031,floor21,True,else_floor21_gate,-16.972563,-21.0,0.0,ivb_Latn,0.0
iws_Latn,24587,unmod,False,head_unmod,-18.318064,,0.0,kmh_Latn,0.0
ixl_Latn,54068,unmod,False,head_unmod,-19.029335,,0.0,mam_Latn,0.0
izr_Latn,17843,floor21,True,else_floor21_gate,-17.396368,-21.0,0.0,bam_Latn,-3.71903
izz_Latn,37494,unmod,False,head_unmod,-18.415903,,0.0,ibo_Latn,0.0
jaa_Latn,4307,floor21,True,else_floor21_gate,-16.094385,-21.0,0.0,hay_Latn,0.0
jac_Latn,24475,unmod,False,head_unmod,-17.994858,,0.0,kjb_Latn,0.0
jae_Latn,21891,unmod,False,head_unmod,-17.689632,,0.0,buk_Latn,0.0
jam_Latn,32289,unmod,False,head_unmod,-17.82786,,0.0,bzj_Latn,0.0
jav_Java,6597,floor21,True,else_floor21_gate,-17.191242,-21.0,0.0,,
jav_Latn,100000,unmod,False,head_unmod,-19.164122,,0.0,,
jbo_Latn,12439,floor21,True,else_floor21_gate,-15.918904,-21.0,0.0,nap_Latn,-3.3485489999999984
jbu_Latn,13500,floor21,True,else_floor21_gate,-17.190296,-21.0,0.0,hau_Latn,-1.9948119999999996
jic_Latn,17740,floor21,True,else_floor21_gate,-17.836838,-21.0,0.0,nap_Latn,-3.3485489999999984
jiv_Latn,17510,floor21,True,else_floor21_gate,-17.521568,-21.0,0.0,acu_Latn,-3.071358
jmc_Latn,13528,floor21,True,else_floor21_gate,-17.049433,-21.0,0.0,old_Latn,0.0
jpn_Jpan,100000,unmod,False,head_unmod,-19.741663,,0.0,,
jra_Latn,19753,unmod,False,head_unmod,-17.739384,,0.0,rad_Latn,0.0
jun_Orya,6741,floor21,True,else_floor21_gate,-16.94445,-21.0,0.0,ory_Orya,-1.392004
jvn_Latn,23937,unmod,False,head_unmod,-17.832224,,0.0,jav_Latn,0.0
kaa_Cyrl,38209,unmod,False,head_unmod,-18.333363,,0.0,kaz_Cyrl,0.0
kaa_Latn,20305,unmod,False,head_unmod,-17.722132,,0.0,tur_Latn,0.0
kab_Latn,100000,unmod,False,head_unmod,-18.089947,,0.0,,
kac_Latn,100000,unmod,False,head_unmod,-18.933146,,0.0,,
kak_Latn,165,floor21,True,else_floor21_gate,-14.254523,-21.0,0.0,mgm_Latn,0.0
kal_Latn,100000,unmod,False,head_unmod,-18.722452,,0.0,,
kam_Latn,100000,unmod,False,head_unmod,-18.731234,,0.0,,
kan_Knda,100000,unmod,False,head_unmod,-19.514397,,0.0,,
kan_Latn,4121,floor21,True,else_floor21_gate,-15.912047,-21.0,0.0,mal_Latn,0.0
kao_Latn,13507,floor21,True,else_floor21_gate,-17.064123,-21.0,0.0,mnk_Latn,0.0
kap_Cyrl,776,floor21,True,else_floor21_gate,-14.591565,-21.0,0.0,tkr_Cyrl,0.0
kaq_Latn,24486,unmod,False,head_unmod,-17.844374,,0.0,shp_Latn,0.0
kas_Arab,10408,floor21,True,else_floor21_gate,-17.301361,-21.0,0.0,urd_Arab,-1.9019720000000007
kas_Deva,7226,floor21,True,else_floor21_gate,-16.874071,-21.0,0.0,hin_Deva,-1.9932000000000016
kas_Latn,405,floor21,True,else_floor21_gate,-14.003031,-21.0,0.0,ory_Latn,0.0
kat_Geor,100000,unmod,False,head_unmod,-19.38238,,0.0,,
kaz_Cyrl,100000,unmod,False,head_unmod,-19.220144,,0.0,,
kbc_Latn,17609,floor21,True,else_floor21_gate,-17.854647,-21.0,0.0,mny_Latn,-3.3600920000000016
kbd_Cyrl,46268,unmod,False,head_unmod,-18.137501,,0.0,mhr_Cyrl,0.0
kbh_Latn,17713,floor21,True,else_floor21_gate,-17.887203,-21.0,0.0,spa_Latn,-2.025041999999999
kbm_Latn,24119,unmod,False,head_unmod,-18.002022,,0.0,vls_Latn,0.0
kbo_Latn,4300,floor21,True,else_floor21_gate,-16.40979,-21.0,0.0,luc_Latn,0.0
kbp_Latn,100000,unmod,False,head_unmod,-18.933861,,0.0,,
kbq_Latn,28955,unmod,False,head_unmod,-18.042864,,0.0,hbs_Latn,0.0
kbr_Latn,12888,floor21,True,else_floor21_gate,-17.230961,-21.0,0.0,wal_Latn,-2.2735400000000006
kby_Latn,1099,floor21,True,else_floor21_gate,-14.936069,-21.0,0.0,knc_Latn,0.0
kca_Cyrl,951,floor21,True,else_floor21_gate,-14.770985,-21.0,0.0,mns_Cyrl,0.0
kcg_Latn,11045,floor21,True,else_floor21_gate,-17.258785,-21.0,0.0,tsw_Latn,0.0
kck_Latn,26283,unmod,False,head_unmod,-17.444368,,0.0,ssw_Latn,0.0
kdc_Latn,17827,floor21,True,else_floor21_gate,-17.240633,-21.0,0.0,vid_Latn,0.0
kde_Latn,26927,unmod,False,head_unmod,-17.653694,,0.0,mck_Latn,0.0
kdh_Latn,1820,floor21,True,else_floor21_gate,-15.459884,-21.0,0.0,sld_Latn,0.0
kdi_Latn,17817,floor21,True,else_floor21_gate,-17.3046,-21.0,0.0,laj_Latn,-3.546976000000001
kdj_Latn,13519,floor21,True,else_floor21_gate,-17.144802,-21.0,0.0,teo_Latn,-3.103864999999999
kdl_Latn,17708,floor21,True,else_floor21_gate,-17.496313,-21.0,0.0,asg_Latn,0.0
kdr_Latn,85,floor21,True,else_floor21_gate,-13.380363,-21.0,0.0,bor_Latn,0.0
kea_Latn,100000,unmod,False,head_unmod,-18.56851,,0.0,,
kei_Latn,226,floor21,True,else_floor21_gate,-13.488635,-21.0,0.0,aqz_Latn,0.0
kek_Latn,100000,unmod,False,head_unmod,-19.051258,,0.0,,
ken_Latn,17805,floor21,True,else_floor21_gate,-17.694532,-21.0,0.0,twi_Latn,-2.2780689999999986
keo_Latn,6847,floor21,True,else_floor21_gate,-16.498701,-21.0,0.0,mhi_Latn,0.0
ker_Latn,6741,floor21,True,else_floor21_gate,-16.686487,-21.0,0.0,gid_Latn,0.0
kew_Latn,26979,unmod,False,head_unmod,-17.906406,,0.0,sun_Latn,0.0
kex_Deva,739,floor21,True,else_floor21_gate,-14.289268,-21.0,0.0,gom_Deva,0.0
kez_Latn,13488,floor21,True,else_floor21_gate,-17.283262,-21.0,0.0,bam_Latn,-3.71903
kff_Telu,6762,floor21,True,else_floor21_gate,-16.850801,-21.0,0.0,tel_Telu,-1.5579199999999993
kgf_Latn,28674,unmod,False,head_unmod,-18.007483,,0.0,ded_Latn,0.0
kgk_Latn,17217,floor21,True,else_floor21_gate,-17.859987,-21.0,0.0,gun_Latn,0.0
kgp_Latn,19199,unmod,False,head_unmod,-17.85664,,0.0,gug_Latn,0.0
kgr_Latn,6735,floor21,True,else_floor21_gate,-16.731682,-21.0,0.0,jav_Latn,-1.835878000000001
kha_Latn,34095,unmod,False,head_unmod,-18.114536,,0.0,sun_Latn,0.0
khk_Cyrl,100000,unmod,False,head_unmod,-19.123745,,0.0,,
khm_Khmr,100000,unmod,False,head_unmod,-19.796141,,0.0,,
khq_Latn,6762,floor21,True,else_floor21_gate,-16.251154,-21.0,0.0,ses_Latn,-3.5077929999999995
khs_Latn,17585,floor21,True,else_floor21_gate,-17.815197,-21.0,0.0,kki_Latn,0.0
khy_Latn,11021,floor21,True,else_floor21_gate,-16.878136,-21.0,0.0,lol_Latn,0.0
khz_Latn,24568,unmod,False,head_unmod,-17.851305,,0.0,meu_Latn,0.0
kia_Latn,41825,unmod,False,head_unmod,-18.283737,,0.0,wol_Latn,0.0
kij_Latn,32364,unmod,False,head_unmod,-18.099009,,0.0,loz_Latn,0.0
kik_Latn,100000,unmod,False,head_unmod,-18.867155,,0.0,,
kin_Latn,100000,unmod,False,head_unmod,-18.522554,,0.0,,
kir_Cyrl,100000,unmod,False,head_unmod,-19.086964,,0.0,,
kiu_Latn,100000,unmod,False,head_unmod,-19.938652,,0.0,,
kix_Latn,11038,floor21,True,else_floor21_gate,-16.889675,-21.0,0.0,nri_Latn,0.0
kjb_Latn,37135,unmod,False,head_unmod,-18.333637,,0.0,cac_Latn,0.0
kje_Latn,17575,floor21,True,else_floor21_gate,-17.588732,-21.0,0.0,lex_Latn,-3.084938000000001
kjh_Cyrl,39529,unmod,False,head_unmod,-18.132425,,0.0,kaz_Cyrl,0.0
kjs_Latn,24469,unmod,False,head_unmod,-17.798113,,0.0,kew_Latn,0.0
kkc_Latn,14662,floor21,True,else_floor21_gate,-17.394932,-21.0,0.0,kki_Latn,0.0
kki_Latn,17827,floor21,True,else_floor21_gate,-17.227839,-21.0,0.0,ziw_Latn,0.0
kkj_Latn,17797,floor21,True,else_floor21_gate,-17.698593,-21.0,0.0,gya_Latn,-2.790579000000001
kkl_Latn,2995,floor21,True,else_floor21_gate,-16.152586,-21.0,0.0,ben_Latn,0.0
kle_Deva,6765,floor21,True,else_floor21_gate,-16.69858,-21.0,0.0,ghe_Deva,0.0
klt_Latn,3724,floor21,True,else_floor21_gate,-16.058065,-21.0,0.0,pam_Latn,-3.057452999999999
klv_Latn,21999,unmod,False,head_unmod,-17.812246,,0.0,bjn_Latn,0.0
kma_Latn,6754,floor21,True,else_floor21_gate,-16.528641,-21.0,0.0,kmy_Latn,0.0
kmb_Latn,100000,unmod,False,head_unmod,-18.600857,,0.0,,
kmd_Latn,6703,floor21,True,else_floor21_gate,-16.555006,-21.0,0.0,ksc_Latn,0.0
kmg_Latn,10497,floor21,True,else_floor21_gate,-16.994852,-21.0,0.0,mlh_Latn,-2.6686569999999996
kmh_Latn,46615,unmod,False,head_unmod,-18.631968,,0.0,wol_Latn,0.0
kmk_Latn,17725,floor21,True,else_floor21_gate,-17.473125,-21.0,0.0,bcl_Latn,-2.5538939999999997
kmm_Latn,29927,unmod,False,head_unmod,-17.982828,,0.0,hra_Latn,0.0
kmo_Latn,24242,unmod,False,head_unmod,-17.786978,,0.0,fuv_Latn,0.0
kmr_Cyrl,6748,floor21,True,else_floor21_gate,-16.678825,-21.0,0.0,tat_Cyrl,-2.012505000000001
kmr_Latn,100000,unmod,False,head_unmod,-18.729609,,0.0,,
kms_Latn,24321,unmod,False,head_unmod,-17.868082,,0.0,jav_Latn,0.0
kmu_Latn,23350,unmod,False,head_unmod,-18.048168,,0.0,kyg_Latn,0.0
kmy_Latn,11048,floor21,True,else_floor21_gate,-17.015638,-21.0,0.0,sig_Latn,0.0
knc_Arab,6113,floor21,True,else_floor21_gate,-16.847673,-21.0,0.0,arz_Arab,-1.7502630000000003
knc_Latn,9356,floor21,True,else_floor21_gate,-16.723557,-21.0,0.0,hau_Latn,-1.9948119999999996
kne_Latn,17520,floor21,True,else_floor21_gate,-17.434004,-21.0,0.0,lbk_Latn,0.0
knf_Latn,19074,unmod,False,head_unmod,-17.532454,,0.0,wol_Latn,0.0
kng_Latn,100000,unmod,False,head_unmod,-18.500992,,0.0,,
knj_Latn,24479,unmod,False,head_unmod,-17.991268,,0.0,kjb_Latn,0.0
knk_Latn,13427,floor21,True,else_floor21_gate,-17.097824,-21.0,0.0,bam_Latn,-3.71903
kno_Latn,13390,floor21,True,else_floor21_gate,-17.373871,-21.0,0.0,knk_Latn,0.0
knv_Latn,54786,unmod,False,head_unmod,-19.099239,,0.0,chw_Latn,0.0
knx_Latn,351,floor21,True,else_floor21_gate,-13.671185,-21.0,0.0,hoc_Latn,0.0
kny_Latn,3507,floor21,True,else_floor21_gate,-15.308124,-21.0,0.0,rnd_Latn,-3.9132399999999983
kog_Latn,17787,floor21,True,else_floor21_gate,-17.89562,-21.0,0.0,agr_Latn,-2.8423690000000015
koi_Cyrl,13537,floor21,True,else_floor21_gate,-17.007097,-21.0,0.0,kpv_Cyrl,-2.8554570000000012
koo_Latn,100000,unmod,False,head_unmod,-18.539701,,0.0,,
kor_Hang,100000,unmod,False,head_unmod,-19.932438,,0.0,,
kos_Latn,72165,unmod,False,head_unmod,-18.404118,,0.0,sun_Latn,0.0
kpe_Latn,78345,unmod,False,head_unmod,-19.068623,,0.0,gaa_Latn,0.0
kpf_Latn,35264,unmod,False,head_unmod,-18.172764,,0.0,bim_Latn,0.0
kpg_Latn,66707,unmod,False,head_unmod,-18.876028,,0.0,wal_Latn,0.0
kpj_Latn,17134,floor21,True,else_floor21_gate,-17.509117,-21.0,0.0,skg_Latn,-3.223001
kpq_Latn,6764,floor21,True,else_floor21_gate,-16.573837,-21.0,0.0,nlc_Latn,0.0
kpr_Latn,27728,unmod,False,head_unmod,-18.216297,,0.0,nou_Latn,0.0
kpv_Cyrl,37519,unmod,False,head_unmod,-18.144543,,0.0,mhr_Cyrl,0.0
kpw_Latn,23907,unmod,False,head_unmod,-17.993938,,0.0,kmh_Latn,0.0
kpx_Latn,24157,unmod,False,head_unmod,-17.824795,,0.0,meu_Latn,0.0
kpz_Latn,13549,floor21,True,else_floor21_gate,-17.177618,-21.0,0.0,ach_Latn,-3.12838
kqa_Latn,889,floor21,True,else_floor21_gate,-14.812432,-21.0,0.0,swb_Latn,0.0
kqc_Latn,22286,unmod,False,head_unmod,-17.548023,,0.0,kin_Latn,0.0
kqe_Latn,17772,floor21,True,else_floor21_gate,-17.511314,-21.0,0.0,fil_Latn,-2.077686
kqf_Latn,4591,floor21,True,else_floor21_gate,-16.092072,-21.0,0.0,dww_Latn,-2.9409579999999984
kql_Latn,1133,floor21,True,else_floor21_gate,-14.912645,-21.0,0.0,avk_Latn,0.0
kqn_Latn,100000,unmod,False,head_unmod,-18.45536,,0.0,,
kqo_Latn,11062,floor21,True,else_floor21_gate,-17.459949,-21.0,0.0,mad_Latn,-2.2479520000000015
kqp_Latn,17793,floor21,True,else_floor21_gate,-17.543776,-21.0,0.0,bam_Latn,-3.71903
kqs_Latn,11046,floor21,True,else_floor21_gate,-16.971361,-21.0,0.0,bam_Latn,-3.71903
kqw_Latn,13948,floor21,True,else_floor21_gate,-17.170019,-21.0,0.0,rai_Latn,-3.179323
kqy_Ethi,13330,floor21,True,else_floor21_gate,-17.362869,-21.0,0.0,kxc_Ethi,0.0
krc_Cyrl,23418,unmod,False,head_unmod,-17.715975,,0.0,crh_Cyrl,0.0
kri_Latn,100000,unmod,False,head_unmod,-18.66111,,0.0,,
krj_Latn,17825,floor21,True,else_floor21_gate,-17.421108,-21.0,0.0,hil_Latn,-2.6143210000000003
krl_Latn,9341,floor21,True,else_floor21_gate,-16.819122,-21.0,0.0,fin_Latn,-1.7218000000000018
kru_Deva,17760,floor21,True,else_floor21_gate,-17.690876,-21.0,0.0,awa_Deva,-3.3560979999999994
krx_Latn,970,floor21,True,else_floor21_gate,-14.666393,-21.0,0.0,vmk_Latn,0.0
ksb_Latn,11038,floor21,True,else_floor21_gate,-16.764793,-21.0,0.0,ziw_Latn,0.0
ksc_Latn,10977,floor21,True,else_floor21_gate,-17.010839,-21.0,0.0,ebk_Latn,0.0
ksd_Latn,59612,unmod,False,head_unmod,-18.549444,,0.0,sun_Latn,0.0
ksf_Latn,11299,floor21,True,else_floor21_gate,-17.252708,-21.0,0.0,xuo_Latn,0.0
ksh_Latn,11430,floor21,True,else_floor21_gate,-16.695745,-21.0,0.0,gsw_Latn,-1.9862479999999998
ksj_Latn,10732,floor21,True,else_floor21_gate,-17.023865,-21.0,0.0,snc_Latn,-3.0384770000000003
ksp_Latn,8240,floor21,True,else_floor21_gate,-16.64856,-21.0,0.0,gvl_Latn,0.0
ksr_Latn,27341,unmod,False,head_unmod,-18.21282,,0.0,mlh_Latn,0.0
kss_Latn,100000,unmod,False,head_unmod,-18.95191,,0.0,,
ksw_Mymr,100000,unmod,False,head_unmod,-19.159115,,0.0,,
ktb_Ethi,13238,floor21,True,else_floor21_gate,-17.292599,-21.0,0.0,amh_Ethi,-1.6394079999999995
ktj_Latn,17646,floor21,True,else_floor21_gate,-17.897896,-21.0,0.0,wob_Latn,0.0
ktm_Latn,6181,floor21,True,else_floor21_gate,-16.459196,-21.0,0.0,jav_Latn,-1.835878000000001
kto_Latn,30763,unmod,False,head_unmod,-18.275906,,0.0,pam_Latn,0.0
