lang,N,degenerate,f1_nemo_baseline,fp_nemo_baseline,f1_nemo_floor21,fp_nemo_floor21,f1_nemo_gated,fp_nemo_gated,support
tvk_Latn,22714,False,0.9936208991494532,41,0.9937718365486861,40,0.9937718365486861,40,3272
tvl_Latn,100000,False,0.9913708168298826,694,0.9915977497041694,696,0.9918967428601594,812,75574
twb_Latn,6753,False,0.9600333055786844,71,0.9668206635867282,52,0.970873786407767,41,1178
twi_Latn,100000,False,0.9896905090826615,139,0.9899257442324241,166,0.9911165379879474,288,293855
twu_Latn,13437,False,0.9832355406538139,69,0.9850871665616467,59,0.9894470240607851,37,2357
twx_Latn,26573,False,0.6611847114359677,4195,0.6581702321347292,4247,0.6581702321347292,4247,4597
txq_Latn,18350,False,0.9828021096078882,47,0.9839375860486462,43,0.9839375860486462,43,2171
txu_Latn,17214,False,0.9989630141721396,6,0.9994812381117066,3,0.9998270195467912,1,2890
tyv_Cyrl,100000,False,0.9819418648884514,381,0.9811785242709755,395,0.9797578086599045,465,22367
tzh_Latn,100000,False,0.991752694593749,417,0.9909679618268574,490,0.9904215918604815,537,35036
tzj_Latn,56692,False,0.9552585705984893,44,0.9546862896979086,46,0.9546862896979086,46,2653
tzl_Latn,190,False,0.17301038062283738,230,0.7272727272727274,1,0.7272727272727274,1,34
tzm_Tfng,1590,False,0.7636363636363637,94,0.7669421487603305,93,0.7669421487603305,93,280
tzo_Latn,100000,False,0.9968212635184274,70,0.9969803753715897,78,0.9969105223972471,98,85455
ubr_Latn,27048,False,0.9851632047477745,45,0.985455624814485,44,0.985455624814485,44,1665
ubu_Latn,58489,False,0.9980879541108987,16,0.9978871113794144,18,0.9978871113794144,18,4962
udm_Cyrl,100000,False,0.9738762703771912,824,0.9705222612439108,976,0.9649738879884747,1248,21742
udu_Latn,17827,False,0.9965655409273039,12,0.9977077363896849,8,0.9997128911857593,1,1741
uig_Arab,100000,False,0.9990565830755391,20,0.9990785432207108,20,0.9989470913398263,27,22791
uig_Cyrl,39412,False,0.9880322042503807,145,0.9881004208387753,142,0.9881004208387753,142,6831
uig_Latn,59496,False,0.9888867413993042,197,0.9883636714789243,210,0.9883636714789243,210,10266
ukr_Cyrl,100000,False,0.9851771535738083,6265,0.9857686617660419,6328,0.9869749874369823,7307,367648
umb_Latn,100000,False,0.9914558517480471,324,0.9921269715223104,346,0.9920990104180265,390,96114
upv_Latn,17741,False,0.9877597495018502,40,0.9885844748858448,34,0.9942594718714123,14,1738
ura_Latn,17359,False,0.9967095423272511,11,0.9976047904191617,8,0.9985007496251874,4,1666
urb_Latn,17434,False,0.9923394225103123,14,0.9935103244837759,10,0.9943836831214898,5,1696
urd_Arab,100000,False,0.9810647394500992,1920,0.9811079462884381,1933,0.9817184806780328,2019,111999
urd_Latn,38376,False,0.9531841109709962,44,0.9545597484276729,52,0.9545597484276729,52,6597
urh_Latn,100000,False,0.9861745886654478,540,0.9847652015139698,610,0.9843533147018004,632,26079
uri_Latn,4227,False,0.986046511627907,21,0.9959731543624161,6,0.9986541049798116,2,742
urk_Thai,13466,False,0.997678835197299,11,0.9978894048121569,10,0.9995771670190275,2,2364
urt_Latn,17543,False,0.9979692486219902,2,0.9979692486219902,2,0.9976771196283392,1,1725
urw_Latn,1006,False,0.8502415458937198,62,0.967032967032967,12,0.9832402234636871,6,176
ury_Latn,6598,False,0.978906586310805,45,0.9869791666666667,26,0.9973684210526317,2,1141
usa_Latn,24754,False,0.9951869677897075,13,0.9959213941416389,10,0.9959213941416389,10,1344
usp_Latn,17825,False,0.9964994165694281,9,0.9964994165694281,9,0.9979514193737197,1,1711
uth_Latn,4272,False,0.9953550099535501,7,0.9986684420772304,2,1.0,0,750
uvh_Latn,17225,False,0.996856244641326,11,0.9971412235563178,10,0.9982817869415808,5,1744
uvl_Latn,24441,False,0.9905410518350359,24,0.9912911775842485,22,0.9912911775842485,22,1310
uzn_Cyrl,37596,False,0.9899706835364913,105,0.9898085237801112,101,0.9898085237801112,101,6441
uzn_Latn,100000,False,0.9891448812789074,421,0.9903766397647623,558,0.9910291190477125,727,256271
uzs_Arab,100000,False,0.9897696327371753,432,0.9896599941124522,437,0.9892781609195402,459,27020
vag_Latn,17828,False,0.9946506727184308,27,0.9957805907172996,20,0.997074122236671,11,3074
vap_Latn,30667,False,0.9752310536044361,203,0.9760429192489132,194,0.9760429192489132,194,5341
var_Latn,11058,False,0.9951269556296486,18,0.995895330938943,16,0.9979423868312757,7,1941
vec_Latn,100000,False,0.9001113811259619,2649,0.8842860678049989,3467,0.8697427918510234,4170,19076
ven_Latn,100000,False,0.9972457376522871,82,0.9973985607621879,98,0.9973441649742228,127,118606
vep_Latn,9947,False,0.40335742597342034,5102,0.46121034390829113,4026,0.8361665434836165,616,1746
vid_Latn,17829,False,0.936778449697636,215,0.9428729894620078,187,0.947867298578199,168,1719
vie_Latn,100000,False,0.9978961816084352,193,0.9981970631679555,315,0.9980518251730247,463,322518
viv_Latn,23382,False,0.9931524220136952,19,0.9939117199391173,17,0.9939117199391173,17,1966
vls_Latn,25500,False,0.6168609610463464,5252,0.6029319808240117,5577,0.6029319808240117,5577,4477
vmk_Latn,1646,False,0.47546346782987997,413,0.6915584415584416,117,0.7177570093457943,57,286
vmw_Latn,100000,False,0.9743824745724824,664,0.974848802695887,719,0.9744138123085491,819,45217
vmy_Latn,17829,False,0.9966362325804902,20,0.9969556160871655,18,0.9988762241130198,6,3112
vol_Latn,88791,False,0.6222463737825523,17378,0.6662801846195009,14326,0.6662801846195009,14326,15582
vot_Latn,119,False,0.10769230769230768,102,0.4444444444444445,0,0.4444444444444445,0,21
vro_Latn,51151,False,0.7209887640449438,6106,0.7088685825277006,6501,0.7088685825277006,6501,8123
vun_Latn,17824,False,0.9861030689056167,29,0.9889791183294664,21,0.9889791183294664,21,1722
vut_Latn,17776,False,0.9987107864202837,6,0.999140154772141,4,0.9995698924731183,2,2324
waj_Latn,24407,False,0.9967266775777414,4,0.9967266775777414,4,0.9967266775777414,4,1222
wal_Ethi,6595,True,0.7431352102884949,656,0.7434371718585928,643,0.8167252833137945,362,1152
wal_Latn,100000,False,0.992353052315464,131,0.992497789083538,161,0.992271748727666,254,50535
wap_Latn,30027,False,0.9968406419815494,13,0.9969658659924147,11,0.9969658659924147,11,3956
war_Latn,100000,False,0.9420046355806116,8792,0.9392161511802125,9399,0.9349847370264726,10672,95739
wat_Latn,6617,False,0.9787955894826124,49,0.9863130881094953,30,0.9943747295543055,7,1155
way_Latn,13526,False,0.9978876214617658,9,0.9985203973789896,6,0.9989417989417989,2,2363
wba_Latn,7083,False,0.9594067135050741,101,0.9765407554671969,55,0.993109039319011,10,1232
wbm_Latn,64634,False,0.9983402964573914,8,0.9982831635572851,9,0.9982831635572851,9,8743
wbp_Latn,20841,False,0.9978156400174749,8,0.9982525120139798,7,0.9982525120139798,7,2286
wed_Latn,6267,False,0.9529520295202952,42,0.9632014719411223,34,0.9725453699395068,11,1093
wer_Latn,24394,False,0.9979830576845502,5,0.9979830576845502,5,0.9979830576845502,5,1237
wes_Latn,65898,False,0.7671691792294807,6573,0.7700347234159589,6429,0.7700347234159589,6429,11459
wew_Latn,727,False,0.5050505050505051,244,0.9277566539923954,15,0.951219512195122,3,126
whg_Latn,782,False,0.5335968379446641,233,0.9712230215827338,5,0.9701492537313433,0,138
whk_Latn,11051,False,0.9946029298380878,17,0.9958826556870819,12,0.9974173553719009,2,1939
wib_Latn,9431,False,0.9987878787878788,4,0.9990906335253107,3,0.9993935718617344,2,1648
wim_Latn,17245,False,0.9982876712328768,5,0.9982866933181039,4,0.9985710202915119,2,1750
wiu_Latn,29858,False,0.993919740575598,14,0.9947261663286003,12,0.9947261663286003,12,1227
wln_Latn,25529,False,0.9429448502170001,509,0.9432443879711987,506,0.9432443879711987,506,4484
wls_Latn,100000,False,0.9924118225678017,79,0.993093012281256,102,0.9938009203159155,134,128987
